moderation status: j_SLaNRf_xo  ,  
moderation status: j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): YCVeYWVQ03g  ,  
moderation status(vid id, mod status): SiIHam5adVo  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   4iVshVT4YmE  ,  20:42:09  ,  
moderation status(channel id, vid id, time,  mod status): UCdcemy56JtVTrsFIOoqvV8g  ,   8X0URbZn9hQ  ,  31 19:15:08  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   nCR8Ug3-ySk  ,  31 19:15:09  ,  
moderation status(channel id, vid id, time,  mod status): UCaFUrR3oSxOl5Y9y6tvLTEg  ,   MRiRq1d3YDc  ,  31 20:39:48  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   VtAC-yHf6Lc  ,  31 22:07:51  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   VtAC-yHf6Lc  ,  31 22:07:53  ,  
moderation status(channel id, vid id, time,  mod status): UC1NB1xUQ8ItM5VoA4101lUQ  ,   yy2HrKN2YAM  ,  01 00:23:05  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   IcyUItp4kfc  ,  01 00:40:00  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   raGREjk4stg  ,  01 15:04:41  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   mjxzkmf3ks0  ,  01 17:02:49  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   LZNQ0zrIPVQ  ,  01 17:36:38  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   Uaf6JsCxqas  ,  01 17:53:31  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   579INigw0q8  ,  01 18:44:12  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   Vuhce_yYW1U  ,  01 21:50:00  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   2lbg5yUwolM  ,  01 22:23:48  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   8AU48sYWHLU  ,  01 23:48:10  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   meam44LdLvg  ,  02 00:38:59  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   _9XKpSSs7e4  ,  02 00:55:53  ,  
moderation status(channel id, vid id, time,  mod status): UC1NB1xUQ8ItM5VoA4101lUQ  ,   bK3VxtWDB-s  ,  02 01:12:45  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   hCXHxc2BDwE  ,  02 02:20:11  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   fBEk1LDPJUE  ,  02 03:10:47  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   fBEk1LDPJUE  ,  02 03:10:48  ,  
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   XMpSbDOreuA  ,  02 05:42:37  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   40zIi804pVY  ,  02 06:16:20  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   2Wr22S7UvX8  ,  02 16:07:52  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   CZsskfKkMuA  ,  02 17:15:32  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   pqtQnAwTfYY  ,  02 17:49:18  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   tBq89hLVUOI  ,  02 17:49:20  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   tMSgoBUsrB4  ,  02 17:49:22  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   OmaUvP6G-AY  ,  02 18:06:16  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   rMKHqt0RK4k  ,  02 18:23:10  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   fTVCwrMvb6I  ,  02 18:56:58  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   S7xbpxiWAgg  ,  02 19:30:45  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   OLrkfoIFXcs  ,  02 20:04:30  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   Ug8Q-VQt4-E  ,  02 20:04:32  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   MppXpeJNqAw  ,  02 22:36:56  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   Je23iHKKT3o  ,  02 22:53:55  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   dbu7qhTqxqM  ,  03 00:01:39  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   dbu7qhTqxqM  ,  03 00:01:41  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCo5OlQ6tui7oBDnqVv33vhw  ,   _S4Mqkl3tME  ,  03 00:18:39  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   wqpTeWsKdaI  ,  03 00:35:37  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   T7YwWXqbS4M  ,  03 01:43:26  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   mCsnnKWpqyk  ,  03 03:41:31  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   QMAq3k_zS9s  ,  03 05:05:59  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCdcemy56JtVTrsFIOoqvV8g  ,   zXd0g39W-tU  ,  03 15:14:17  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   ThQcHzfH0NI  ,  03 15:48:03  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   SK7N5oRkK9w  ,  03 17:12:33  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   xB-0BWbtbpw  ,  03 17:46:24  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   S3_XzflsxEA  ,  03 17:46:26  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   YBu6kTs1m_c  ,  03 18:03:22  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   fcTh3nbQS5w  ,  03 18:20:21  ,  
moderation status(channel id, vid id, time,  mod status): UCHfZgL6QeO4JtvjfKbW_Mpg  ,   mGmLOLmC7fM  ,  03 18:37:14  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   19Y0kmt3JGs  ,  03 19:11:07  ,  
moderation status(channel id, vid id, time,  mod status): UCQ4FyiI_1mWI2AtLS5ChdPQ  ,   S5SG3XaET-U  ,  03 20:44:18  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   0euGilttfvw  ,  03 21:18:09  ,  
moderation status(channel id, vid id, time,  mod status): UCxOGHW-aqciBe5Wjq8ltzOg  ,   ep4b0XFidlM  ,  03 21:51:55  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   19L2JuQ1Ba0  ,  03 22:25:40  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   of02BjqBpKc  ,  04 00:23:45  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   of02BjqBpKc  ,  04 00:23:46  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   iSz_sqao7xo  ,  04 04:22:14  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   1flRLxnzVhw  ,  04 14:20:52  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   KFyFLxnEOyE  ,  04 14:37:47  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   40335vDImY4  ,  04 15:11:42  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   sTWyWl8DLAA  ,  04 16:02:25  ,  
moderation status(channel id, vid id, time,  mod status): UCkitABalXafr-NqceQdDXtg  ,   Tybgyk3hfoM  ,  04 16:53:07  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   LmiO2URe4-U  ,  04 17:26:55  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   01EiIT2A8b4  ,  04 17:43:48  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   8Jfrj-t6Gho  ,  04 18:37:14  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   Jvr5eht7YMQ  ,  04 18:54:07  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   mSsgRj7cVR8  ,  04 18:54:08  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   jQ9iXq3lcyM  ,  04 19:44:47  ,  
moderation status(channel id, vid id, time,  mod status): UCNYrK4tc5i1-eL8TXesH2pg  ,   DQIhc8JdDxU  ,  04 20:01:43  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   gBij0PDGWHE  ,  04 20:01:44  ,  
moderation status(channel id, vid id, time,  mod status): UCNYrK4tc5i1-eL8TXesH2pg  ,   FC1ZFaYtDVM  ,  04 20:18:42  ,  
moderation status(channel id, vid id, time,  mod status): UCNYrK4tc5i1-eL8TXesH2pg  ,   rK98YVV3Qs0  ,  04 20:35:38  ,  
moderation status(channel id, vid id, time,  mod status): UCVOGOj5wxS8p8P6ilray33A  ,   gL-H-j7xYuc  ,  05 01:07:51  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   W4SuWAF_IZg  ,  05 01:07:52  ,  
moderation status(channel id, vid id, time,  mod status): UCModmMGaTkJ5AHEIZD6iJ1g  ,   cBFMgwLAFic  ,  05 02:15:18  ,  
moderation status(channel id, vid id, time,  mod status): UC1EW42tsTQTuFIkKcAhufkw  ,   rWUH87qazSc  ,  05 02:32:10  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   PWzqJJIA2Nk  ,  05 05:23:05  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   B5pdz-dSbfU  ,  05 05:39:56  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   wj9hDAfV38M  ,  05 06:47:21  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   J4D9MKIajQA  ,  05 08:28:45  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   cjoWbzd3flI  ,  05 13:35:02  ,  
moderation status(channel id, vid id, time,  mod status): UCNYrK4tc5i1-eL8TXesH2pg  ,   0xUrzzRWmNY  ,  05 14:08:52  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   rkkwUItD-fo  ,  05 16:43:17  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   rFIJYa3PXIw  ,  05 17:51:09  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   pHpIcUSu0yg  ,  05 18:24:56  ,  
moderation status(channel id, vid id, time,  mod status): UCSAUGyc_xA8uYzaIVG6MESQ  ,   k82r2OoY9TM  ,  05 18:41:50  ,  
moderation status(channel id, vid id, time,  mod status): UCRlICXvO4XR4HMeEB9JjDlA  ,   oVME_l4IwII  ,  05 21:17:02  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   jX_u3B4myFo  ,  05 22:24:41  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   nS1c8MZztLo  ,  05 22:24:42  ,  
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   hfXXbmTpkrw  ,  05 23:32:12  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   0MLfAQTf1zg  ,  05 23:32:13  ,  
moderation status(channel id, vid id, time,  mod status): UC1NB1xUQ8ItM5VoA4101lUQ  ,   v1N3rI5gsK4  ,  06 00:39:53  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   0zeg_RDsn-4  ,  06 09:44:26  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   DDw-Uv6t_Vs  ,  06 13:44:06  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   UdhWXWEGWL0  ,  06 17:07:01  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   imWWJjAieoU  ,  06 17:07:02  ,  
moderation status(channel id, vid id, time,  mod status): UCxOGHW-aqciBe5Wjq8ltzOg  ,   qXd3N-BLRE8  ,  06 17:41:04  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   FxnAZpiwvU0  ,  06 17:41:06  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   V_Q8I3Uf8O8  ,  06 17:41:07  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   5ELiqzcX8eQ  ,  06 17:58:00  ,  
moderation status(channel id, vid id, time,  mod status): UCimiUgDLbi6P17BdaCZpVbg  ,   O7M7BoJGRNc  ,  06 18:14:53  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   bNFZoU-JLdM  ,  06 18:33:54  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   6pif5_K57TE  ,  06 19:07:45  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   azptIoZ7LEY  ,  06 20:32:23  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   H-QTtDK1r9k  ,  07 01:40:26  ,  
moderation status(channel id, vid id, time,  mod status): UCYBP_TtboAYP28U3ZVNM9Ig  ,   _wbzPFyWHi8  ,  07 05:03:09  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   Jb-x-Um1PkM  ,  07 08:27:57  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   9KGsOI_7N5E  ,  07 12:43:34  ,  
moderation status(channel id, vid id, time,  mod status): UCdcemy56JtVTrsFIOoqvV8g  ,   j-sGum2-iNU  ,  07 15:49:20  ,  
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   rW-lKeuzVy8  ,  07 17:32:59  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   0xgAkDzjcjM  ,  07 18:40:27  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   CXhoZ_gFMmo  ,  07 18:40:28  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   B0EYoKYXWsI  ,  07 19:14:12  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   vBkUji8tCaA  ,  07 21:12:23  ,  
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   qpQJCpbtg7I  ,  07 23:14:10  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   NTI2PttoDCA  ,  07 23:14:11  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   U6vYLQcchDk  ,  08 00:04:46  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   -o-tIptdvJI  ,  08 01:12:20  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   -o-tIptdvJI  ,  08 01:12:21  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   0OLwHqW5wb4  ,  08 04:53:44  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   XEMIda94kGY  ,  08 11:24:05  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   _ON07dTfetM  ,  08 13:05:27  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   54v6NO0v0Ak  ,  08 13:05:28  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   A1s1t4nksI8  ,  08 15:06:47  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   __RbDWQ2-ho  ,  08 16:14:22  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   uuDLM8kPC30  ,  08 17:21:56  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   lYSFVp4AZuI  ,  08 17:21:57  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   ayvYx4KFpQo  ,  08 17:38:53  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   nIQZ7LGsIPI  ,  08 17:55:46  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   YHCUZCvidrU  ,  08 18:12:39  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   LxBzzj7OCnU  ,  08 18:12:41  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   dHgxnocYaKg  ,  08 18:29:37  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   vefMz4MqwYg  ,  08 20:30:33  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   _gQMJZCG4pA  ,  08 20:47:32  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   9EDcg6JX2to  ,  09 00:46:41  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   9EDcg6JX2to  ,  09 00:46:41  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   3nZQoNtF_Y4  ,  09 01:20:30  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   e9h4PUI9_P8  ,  09 02:11:14  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   ikl84v8X5Vk  ,  09 03:01:59  ,  
moderation status(channel id, vid id, time,  mod status): UCVOGOj5wxS8p8P6ilray33A  ,   nQE7Kq97L1s  ,  09 08:25:49  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   jo89canvErs  ,  09 15:47:37  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   EPw0w2xfQM0  ,  09 17:14:29  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   GwtaAuwYz28  ,  09 17:31:23  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   mlsT9-QXEE4  ,  09 17:31:24  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   UxlTu1tszag  ,  09 18:55:50  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   wqbX19unSXY  ,  09 19:12:49  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   -RbatkIBvaY  ,  09 19:12:49  ,  
moderation status(channel id, vid id, time,  mod status): UCHfZgL6QeO4JtvjfKbW_Mpg  ,   dn3ROP-5ti0  ,  09 20:03:32  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   n0LwfX2MMx8  ,  09 20:03:33  ,  
moderation status(channel id, vid id, time,  mod status): UCo5OlQ6tui7oBDnqVv33vhw  ,   86UcaIIKSsQ  ,  09 21:28:07  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   T-Mvdu6s_0k  ,  09 23:11:41  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   OSxO1sC1Zfw  ,  09 23:45:32  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   LLYB5lGR6H0  ,  09 23:45:32  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   ripLQ8dvpak  ,  10 00:19:43  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   t-1nnAhWb2g  ,  10 01:44:23  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   dFE_WIcMGvY  ,  10 04:19:22  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   Ic66hjcvejI  ,  10 15:05:45  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   glp3HxVKK20  ,  10 16:13:23  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   cez36hfK7c4  ,  10 17:38:09  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   hA5vbV4Kdkw  ,  10 17:38:10  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   DV0Vv_BUR1M  ,  10 17:38:11  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   bVu8OWN90eY  ,  10 17:55:10  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCRlICXvO4XR4HMeEB9JjDlA  ,   D9xaGal6cEw  ,  10 18:12:06  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   VvWscILC9LQ  ,  10 18:12:07  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   crI0K55USyw  ,  10 18:45:53  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   as9WWbqMNtY  ,  10 18:45:54  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   9pq25tyGEIc  ,  10 19:02:49  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   4pmLPNmNJl8  ,  10 19:19:49  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   EZ8W6yyyNvo  ,  10 19:56:24  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   KATV8fiPXwo  ,  10 20:13:20  ,  
moderation status(channel id, vid id, time,  mod status): UCaFUrR3oSxOl5Y9y6tvLTEg  ,   3p-KbO7rALs  ,  10 20:30:13  ,  
moderation status(channel id, vid id, time,  mod status): UCX6OQ3DkcsbYNE6H8uQQuVA  ,   OPGWgMaUa7s  ,  10 20:30:13  ,  
moderation status(channel id, vid id, time,  mod status): UCxOGHW-aqciBe5Wjq8ltzOg  ,   vTf9LaLJdi0  ,  10 21:20:52  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   cic7lVtxcDw  ,  10 21:20:53  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   L_ku9YRV2Pg  ,  10 21:20:54  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   cic7lVtxcDw  ,  10 21:20:55  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   rDbVtGgRgOM  ,  10 22:28:35  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   XCRSyxwE9IY  ,  10 23:19:16  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   rIa76juhxgQ  ,  10 23:36:09  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   RGABYQMXn24  ,  11 01:36:31  ,  
moderation status(channel id, vid id, time,  mod status): UCVOGOj5wxS8p8P6ilray33A  ,   wJDucXCf3SQ  ,  11 06:26:16  ,  
